id,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
3152,19,Private,100999,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States,<=50K
3153,61,Self-emp-not-inc,32423,HS-grad,Married-civ-spouse,Farming-fishing,Wife,White,Female,22040,0,40,United-States,<=50K
3155,19,Private,182355,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,<=50K
3156,25,Local-gov,44216,HS-grad,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,35,United-States,<=50K
3158,53,Private,209022,11th,Divorced,Other-service,Not-in-family,White,Female,0,0,37,United-States,<=50K
3159,32,Private,96016,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
3161,61,Private,159046,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
3162,42,Private,138634,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
3163,17,Private,130125,10th,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,1055,0,20,United-States,<=50K
3164,73,Private,247355,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,Canada,<=50K
3165,41,Self-emp-not-inc,227065,Some-college,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
3166,23,Private,244771,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,20,Jamaica,<=50K
3167,23,Private,215616,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Canada,<=50K
3168,65,Private,386672,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,15,United-States,<=50K
3169,45,Self-emp-inc,177543,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0,0,50,United-States,<=50K
3170,52,Federal-gov,617021,Bachelors,Married-civ-spouse,Tech-support,Husband,Black,Male,7688,0,40,United-States,>50K
3171,24,Local-gov,117109,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,0,0,27,United-States,<=50K
3172,23,Private,373550,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3173,30,Private,19847,Some-college,Divorced,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
3174,26,Private,189590,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
3175,37,Self-emp-not-inc,58343,HS-grad,Divorced,Farming-fishing,Unmarried,White,Male,0,0,56,United-States,<=50K
3176,17,Private,354201,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
3177,31,Private,119422,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
3178,52,Private,363405,HS-grad,Separated,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
3179,63,Private,181863,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,27,United-States,<=50K
3180,27,Private,194472,HS-grad,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,60,United-States,<=50K
3181,31,Private,247328,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,40,Mexico,<=50K
3182,71,Self-emp-not-inc,130731,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
3183,35,Private,236910,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
3184,44,Private,378251,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,United-States,<=50K
3185,36,Private,120760,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K
3186,22,Private,203182,Bachelors,Never-married,Exec-managerial,Other-relative,White,Female,0,0,20,United-States,<=50K
3187,32,Private,130304,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1485,48,United-States,<=50K
3188,30,Local-gov,352542,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
3189,25,Private,197728,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
3190,76,Private,316185,7th-8th,Widowed,Protective-serv,Not-in-family,White,Female,0,0,12,United-States,<=50K
3191,41,Private,89226,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
3192,26,Private,292353,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,United-States,<=50K
3193,32,Private,180296,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
3194,22,Private,361487,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
3195,63,Self-emp-not-inc,231777,Bachelors,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
3196,23,Private,189832,Assoc-acdm,Never-married,Transport-moving,Unmarried,White,Female,0,0,40,United-States,<=50K
3197,61,Private,232308,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
3198,31,State-gov,33308,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3199,25,Private,333677,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
3200,33,Private,170651,HS-grad,Never-married,Other-service,Own-child,White,Female,1055,0,40,United-States,<=50K
3201,39,Private,343403,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0,0,36,United-States,<=50K
3202,53,Private,166386,Bachelors,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,China,<=50K
3203,26,Federal-gov,48099,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
3204,21,Private,143062,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,32,United-States,<=50K
3205,18,Private,104704,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
3208,31,Private,286675,HS-grad,Divorced,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
3211,43,Private,245842,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,Mexico,<=50K
3213,21,Private,342575,Some-college,Never-married,Sales,Own-child,Black,Female,0,0,30,United-States,<=50K
3214,55,Private,234213,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
3215,57,Private,145189,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
3216,37,Private,233490,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
3221,37,Private,262409,Masters,Divorced,Exec-managerial,Unmarried,White,Female,0,213,45,United-States,<=50K
3222,45,Private,199590,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,Mexico,<=50K
3223,47,Private,84726,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
3224,75,Self-emp-not-inc,184335,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
3225,43,Private,102025,Masters,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,50,United-States,<=50K
3227,27,Private,150025,5th-6th,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Guatemala,<=50K
3228,44,Private,100584,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
3230,40,Private,150528,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
3231,18,Private,107277,11th,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
3232,33,Private,247205,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,England,<=50K
3233,20,Private,291979,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
3234,38,Private,270985,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,<=50K
3235,48,Private,62605,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
3236,46,Self-emp-not-inc,176863,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
3237,51,Private,53197,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3238,35,Self-emp-not-inc,267776,HS-grad,Never-married,Other-service,Other-relative,White,Female,0,0,30,United-States,<=50K
3239,24,Private,308205,7th-8th,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
3240,30,Private,306383,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K
3241,70,Private,35494,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
3242,26,Private,291968,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,<=50K
3243,34,Private,80933,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K
3245,70,Private,121993,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,5,United-States,<=50K
3246,37,Local-gov,31023,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
3247,36,Self-emp-not-inc,36425,Some-college,Divorced,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
3248,23,Private,407684,9th,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,Mexico,<=50K
3249,28,Private,241895,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,1628,40,United-States,<=50K
3251,58,Private,140363,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,3325,0,30,United-States,<=50K
3253,23,Private,40060,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
3254,26,Private,290286,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
3255,34,Local-gov,106169,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
3256,43,Private,76487,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3257,22,Private,437994,Some-college,Never-married,Other-service,Other-relative,Black,Male,0,0,20,United-States,<=50K
3259,36,Private,160120,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
3260,41,Local-gov,343079,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1740,20,United-States,<=50K
3261,27,Private,406662,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,4416,0,40,United-States,<=50K
3262,42,Self-emp-not-inc,37618,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
3263,27,Private,114158,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
3264,41,Private,115562,HS-grad,Divorced,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
3265,21,Private,344891,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States,<=50K
3267,29,Private,194197,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
3268,19,Self-emp-not-inc,206599,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,22,United-States,<=50K
3269,21,Local-gov,596776,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Guatemala,<=50K
3270,46,Private,56841,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
3276,30,Private,151868,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3277,28,Local-gov,25864,HS-grad,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,35,United-States,<=50K
3278,26,Private,109419,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
3279,37,Federal-gov,203070,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
3282,18,Private,148644,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,28,United-States,<=50K
3283,30,Private,125762,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,United-States,<=50K
3284,18,Private,193741,11th,Never-married,Other-service,Other-relative,Black,Male,0,0,30,United-States,<=50K
3285,27,Private,588905,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3286,49,Private,115613,9th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
3288,37,Private,185359,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
3289,30,Private,173647,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
3290,29,Private,31166,HS-grad,Divorced,Prof-specialty,Not-in-family,Other,Female,0,0,30,Germany,<=50K
3291,25,Self-emp-not-inc,189027,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
3292,38,Private,296125,HS-grad,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,30,United-States,<=50K
3293,35,Private,334291,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
3295,29,Private,174163,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
3296,41,Private,119721,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
3297,47,Private,142719,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
3298,23,Private,162593,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
3299,28,Local-gov,154863,HS-grad,Never-married,Protective-serv,Other-relative,Black,Male,0,1876,40,United-States,<=50K
3300,39,Private,168894,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
3301,42,Self-emp-not-inc,344920,Some-college,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,50,United-States,<=50K
3304,57,Private,170244,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
3305,22,Private,369549,Some-college,Never-married,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K
3307,19,Private,202673,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K
3308,55,Private,171780,Assoc-acdm,Divorced,Sales,Unmarried,Black,Female,0,0,30,United-States,<=50K
3309,37,Local-gov,264503,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
3310,37,Local-gov,244341,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
3311,28,Private,209109,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
3312,27,Private,187392,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
3313,40,State-gov,119578,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female,0,0,20,United-States,<=50K
3314,51,Private,195105,HS-grad,Divorced,Priv-house-serv,Own-child,White,Female,0,0,40,United-States,<=50K
3315,52,Private,101752,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,United-States,<=50K
3317,40,Federal-gov,77332,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
3318,80,Private,87518,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,1816,60,United-States,<=50K
3319,63,Private,113324,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
3321,51,Private,237729,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
3322,23,Private,200973,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
3323,66,Self-emp-not-inc,212456,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,0,0,20,United-States,<=50K
3324,33,Self-emp-not-inc,131568,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,66,United-States,<=50K
3325,49,Private,185859,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
3326,20,Private,231981,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,0,0,32,United-States,<=50K
3327,26,Private,78172,Some-college,Married-AF-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
3330,47,Private,140664,Bachelors,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
3331,23,Private,249277,HS-grad,Never-married,Exec-managerial,Own-child,Black,Male,0,0,75,United-States,<=50K
3332,53,Federal-gov,117847,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
3333,19,Private,52372,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
3334,26,Federal-gov,95806,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,<=50K
3336,65,Private,169047,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,10,United-States,<=50K
3337,68,Private,339168,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K
3338,30,Private,504725,10th,Never-married,Sales,Other-relative,White,Male,0,0,18,Guatemala,<=50K
3339,28,Private,132870,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
3340,54,Local-gov,135840,10th,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,<=50K
3341,30,Private,35644,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K
3342,22,Private,198148,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,50,United-States,<=50K
3343,25,Private,220098,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
3344,19,Private,262515,11th,Never-married,Other-service,Other-relative,White,Male,0,0,20,United-States,<=50K
3346,23,Private,194096,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
3347,51,Local-gov,420917,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
3349,46,Local-gov,253116,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
3350,38,Private,206535,Some-college,Divorced,Tech-support,Unmarried,White,Female,0,0,50,United-States,<=50K
3351,46,Private,201217,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
